RK,TEAM,GP,PTS,FGM-FGA,FG%,3PM-3PA,3P%,FTM-FTA,FT%
279,Maryland-Eastern Shore,29,66.7,21.8-54.3,0.401,6.0-18.6,0.324,17.1-23.5,0.726
281,Georgia Tech,33,66.7,24.1-56.0,0.431,5.2-16.6,0.315,13.2-19.3,0.684
282,Yale,28,66.6,21.3-51.1,0.417,5.0-15.8,0.314,19.0-27.3,0.696
283,Richmond,33,66.5,22.7-53.8,0.422,6.3-19.7,0.322,14.8-22.1,0.669
284,IUPUI,32,66.4,24.4-55.8,0.438,4.4-14.1,0.311,13.2-17.8,0.742
285,Lehigh,32,66.3,23.7-54.9,0.432,6.2-17.3,0.359,12.7-17.9,0.707
285,Florida Atlantic,32,66.3,23.3-55.0,0.425,6.6-19.7,0.334,13.0-20.2,0.643
287,Albany,32,66,22.4-51.1,0.439,4.9-13.5,0.364,16.3-21.7,0.748
287,Air Force,30,66,22.6-52.0,0.435,7.2-21.8,0.331,13.5-19.6,0.69
289,Denver,31,65.9,22.9-49.5,0.463,8.2-21.1,0.387,11.9-16.8,0.71
289,Northeastern,32,65.9,22.9-52.9,0.434,4.9-15.0,0.324,15.2-23.5,0.645
289,Bucknell,30,65.9,23.3-54.2,0.429,6.5-16.7,0.39,12.8-17.2,0.746
292,Jackson State,31,65.8,22.9-55.1,0.417,3.9-13.3,0.293,16.1-22.2,0.724
292,Loyola-Chicago,32,65.8,23.3-50.3,0.462,6.0-17.1,0.35,13.3-18.9,0.703
292,Virginia,33,65.8,23.1-51.1,0.453,5.5-15.2,0.363,14.0-21.1,0.664
295,UT Rio Grande Valley,32,65.7,23.6-57.1,0.413,4.8-17.3,0.279,13.6-20.6,0.661
296,South Florida,32,65.6,23.5-54.0,0.434,3.0-11.8,0.258,15.7-23.7,0.662
296,Grambling,29,65.6,22.3-54.3,0.411,6.2-19.1,0.323,14.8-22.2,0.667
296,UMBC,30,65.6,22.3-55.6,0.401,5.8-19.0,0.304,15.2-23.3,0.655
296,Ball State,30,65.6,21.7-53.4,0.407,6.5-20.8,0.314,15.6-22.6,0.691
300,Hartford,33,65.5,22.2-48.3,0.459,8.0-21.3,0.376,13.2-18.8,0.703
301,Presbyterian College,32,65.4,24.1-53.9,0.448,5.9-16.8,0.353,11.2-16.5,0.677
302,North Carolina A&T,32,65.3,19.4-50.8,0.383,5.3-17.6,0.303,21.1-30.1,0.699
302,Miami (OH),31,65.3,23.3-53.7,0.434,4.7-16.0,0.294,14.0-18.5,0.754
304,Loyola (MD),30,65.2,22.7-54.7,0.414,4.8-15.1,0.321,15.1-22.6,0.667
304,Wyoming,32,65.2,22.2-46.4,0.478,5.8-16.1,0.358,15.1-21.2,0.713
304,Eastern Michigan,34,65.2,21.9-54.4,0.403,5.1-16.5,0.307,16.2-24.0,0.675
304,Furman,30,65.2,22.7-51.3,0.442,5.5-16.4,0.333,14.4-21.1,0.681
304,Texas A&M,32,65.2,23.0-53.6,0.429,5.8-18.1,0.321,13.4-20.8,0.643
309,Kennesaw State,31,65,22.8-54.1,0.422,6.2-18.0,0.343,13.2-20.3,0.65
309,Jacksonville State,31,65,22.1-52.7,0.419,5.6-17.5,0.323,15.1-22.4,0.675
311,Illinois,33,64.6,22.8-55.7,0.409,6.0-18.9,0.319,13.0-17.8,0.73
311,Vanderbilt,31,64.6,22.2-51.5,0.431,6.2-19.3,0.319,14.0-21.2,0.658
313,Alabama A&M,30,64.5,21.9-53.4,0.41,6.1-18.7,0.324,14.7-22.5,0.656
314,Cornell,28,64.1,23.3-56.8,0.41,6.9-21.6,0.318,10.7-16.1,0.664
315,Alcorn State,31,64,22.4-53.5,0.418,4.4-14.5,0.303,14.9-22.8,0.654
316,American,32,63.9,23.0-46.6,0.495,6.3-16.6,0.382,11.5-16.3,0.71
316,Tulane,33,63.9,20.4-49.5,0.413,6.0-17.1,0.353,17.0-24.6,0.693
318,TCU,31,63.6,21.1-52.4,0.403,4.7-14.6,0.322,16.7-22.9,0.732
318,Bradley,32,63.6,22.5-53.8,0.419,4.8-15.0,0.322,13.8-19.6,0.701
318,UL Monroe,26,63.6,23.1-54.7,0.422,5.3-16.9,0.314,12.2-19.4,0.626
321,Bethune-Cookman,32,63.5,21.4-53.5,0.4,6.8-19.2,0.356,13.8-19.2,0.719
322,Fairfield,32,63.4,21.8-54.8,0.398,6.9-20.6,0.333,13.0-19.0,0.685
322,Old Dominion,33,63.4,22.6-53.0,0.427,5.2-15.8,0.326,13.1-21.3,0.614
324,Clemson,32,63.3,21.9-52.4,0.418,5.2-17.0,0.303,14.4-19.5,0.737
324,James Madison,31,63.3,20.9-51.0,0.409,4.9-17.8,0.273,16.6-24.2,0.685
324,Saint Peter's,31,63.3,21.3-52.2,0.407,5.3-16.6,0.316,15.5-22.0,0.704
327,Cal Poly,32,63.2,22.3-54.4,0.41,6.5-19.1,0.339,12.2-17.6,0.693
328,Arkansas-Pine Bluff,31,63.1,21.3-51.8,0.411,6.2-18.1,0.343,14.4-21.8,0.661
328,UNC Wilmington,32,63.1,23.2-57.5,0.402,4.3-15.9,0.273,12.4-18.9,0.655
330,Charleston,32,63,22.2-53.7,0.412,6.5-19.2,0.341,12.2-18.5,0.656
331,Virginia Tech,31,62.9,21.5-52.9,0.406,6.9-19.2,0.361,13.1-20.2,0.648
332,South Carolina State,30,62.8,22.5-57.0,0.396,4.9-17.5,0.282,12.8-19.6,0.652
333,Bowling Green,32,62.7,23.2-54.6,0.426,3.8-13.0,0.288,12.5-19.7,0.637
334,San José State,31,62.5,20.4-54.4,0.374,8.5-25.7,0.332,13.3-18.4,0.722
335,Washington State,31,62.4,21.1-52.7,0.4,7.5-23.0,0.328,12.6-19.2,0.658
336,Northern Illinois,32,62.3,20.2-51.6,0.391,4.3-15.4,0.277,17.7-25.8,0.684
337,Stetson,31,61.8,22.0-52.5,0.42,5.1-17.5,0.294,12.6-19.0,0.663
337,St. Francis (PA),31,61.8,21.8-53.2,0.409,7.1-22.2,0.32,11.2-17.4,0.642
337,Rice,30,61.8,21.2-52.7,0.403,7.9-24.4,0.323,11.4-17.5,0.65
340,Savannah State,32,61.5,21.7-51.7,0.419,4.9-15.7,0.313,13.3-20.4,0.652
340,Miami,33,61.5,21.6-51.2,0.421,5.6-17.5,0.323,12.7-18.5,0.687
342,Texas State,31,61.4,22.5-51.7,0.435,4.7-15.3,0.306,11.7-17.7,0.663
342,UMass Lowell,28,61.4,20.4-51.7,0.394,6.9-21.0,0.327,13.8-19.6,0.704
344,Binghamton,30,61.3,19.7-51.8,0.38,6.1-19.0,0.32,15.9-22.9,0.693
344,Western Illinois,30,61.3,22.2-48.9,0.455,4.7-13.9,0.34,12.1-18.2,0.664
346,Howard,33,61.2,19.4-51.2,0.378,5.3-15.7,0.337,17.2-25.3,0.679
347,Navy,30,60.7,22.0-54.8,0.401,6.7-20.4,0.328,10.0-15.7,0.635
348,Delaware State,29,60,20.9-50.3,0.415,5.0-15.9,0.317,13.2-19.1,0.693
349,Northwestern,33,59.5,20.2-50.9,0.396,6.6-21.5,0.306,12.6-18.1,0.7
350,Southern Utah,29,59,20.4-50.4,0.404,4.5-13.8,0.327,13.7-19.9,0.689
351,New Hampshire,30,57.8,19.5-51.8,0.376,7.0-21.4,0.329,11.9-17.1,0.693
