RK,TEAM,GP,PTS,FGM-FGA,FG%,3PM-3PA,3P%,FTM-FTA,FT%
276,Drexel,31,63,21.9-53.3,0.412,5.8-17.4,0.335,13.3-17.8,0.745
279,SIU-Edwardsville,27,62.9,22.6-52.9,0.426,5.9-16.2,0.363,11.9-17.8,0.669
280,Bowling Green,32,62.8,23.5-56.1,0.419,4.9-16.1,0.306,10.8-15.1,0.715
281,Pennsylvania,31,62.8,22.2-52.3,0.425,5.5-15.9,0.343,12.9-18.0,0.718
281,Pepperdine,30,62.8,22.4-51.7,0.434,5.5-15.4,0.356,12.4-17.6,0.703
283,Milwaukee,32,62.7,21.1-54.4,0.388,7.0-22.1,0.315,13.5-19.8,0.684
283,Arkansas-Pine Bluff,30,62.7,22.8-56.9,0.4,5.3-17.5,0.302,11.8-18.8,0.631
283,UIC,32,62.7,21.3-53.3,0.398,6.4-19.4,0.332,13.7-18.3,0.752
286,Hampton,31,62.5,21.9-55.8,0.392,4.4-16.5,0.263,14.4-21.5,0.666
287,Brown,28,62.4,21.8-53.2,0.409,7.3-21.2,0.345,11.5-18.3,0.631
287,Columbia,28,62.4,21.6-51.3,0.421,6.5-18.6,0.347,12.8-17.1,0.745
289,East Tennessee State,32,62.3,22.1-54.7,0.404,6.5-19.9,0.327,11.6-17.3,0.668
290,North Carolina A&T,35,62.2,20.9-52.4,0.399,5.7-19.2,0.299,14.7-22.3,0.658
290,St. Francis (PA),29,62.2,21.8-52.7,0.415,7.1-20.5,0.348,11.4-16.6,0.687
292,San José State,29,62.1,21.7-57.6,0.377,5.1-16.9,0.3,13.7-20.9,0.656
292,Georgia Southern,33,62.1,21.8-52.2,0.419,5.6-16.4,0.341,12.8-18.6,0.688
292,Presbyterian College,32,62.1,23.1-51.3,0.451,6.0-17.3,0.347,9.9-13.2,0.753
295,Troy,33,62,23.0-57.8,0.397,6.4-20.6,0.312,9.6-14.2,0.679
296,Alabama State,32,61.8,22.9-56.3,0.408,5.3-17.4,0.302,10.7-18.0,0.597
297,Wright State,33,61.7,22.1-50.9,0.434,5.7-16.9,0.337,11.8-16.8,0.7
298,Penn State,31,61.6,21.3-53.9,0.395,5.0-17.0,0.296,13.9-20.0,0.696
298,Rhode Island,29,61.6,21.2-53.1,0.4,6.3-19.6,0.322,12.8-19.1,0.671
300,Clemson,31,61.5,22.5-53.0,0.424,5.1-16.0,0.317,11.5-17.5,0.654
301,Dartmouth,28,61.4,21.4-52.4,0.407,5.7-16.9,0.336,13.0-17.8,0.729
302,Samford,32,61.2,22.2-50.0,0.444,6.3-17.6,0.361,10.4-15.7,0.661
303,Holy Cross,30,61.1,21.5-51.8,0.414,6.5-19.0,0.342,11.7-15.5,0.753
304,Kennesaw State,30,61,21.5-53.6,0.4,5.1-16.7,0.303,13.0-20.0,0.651
304,Portland,32,61,21.9-53.4,0.41,4.4-14.0,0.315,12.8-18.8,0.677
306,UMKC,32,60.9,22.0-52.1,0.422,6.2-18.3,0.34,10.8-16.0,0.674
307,Georgia,32,60.8,19.9-48.7,0.408,5.9-16.4,0.357,15.2-21.9,0.694
308,Northwestern,32,60.7,20.7-51.5,0.401,7.6-22.2,0.341,11.8-17.4,0.679
309,Mississippi State,32,60.6,20.9-52.3,0.401,4.7-16.6,0.284,14.0-21.3,0.657
309,Wyoming,32,60.6,20.6-48.4,0.425,6.6-20.6,0.319,12.9-19.2,0.674
311,Delaware State,33,60.5,21.5-52.5,0.41,5.5-18.8,0.295,12.0-17.4,0.69
311,Rice,31,60.5,20.8-52.3,0.397,7.4-22.5,0.329,11.5-15.9,0.726
313,Alcorn State,34,60.4,21.4-55.5,0.385,4.9-16.5,0.294,12.9-20.7,0.621
313,Eastern Illinois,32,60.4,21.6-49.4,0.437,6.0-17.1,0.35,11.2-16.9,0.664
315,Vanderbilt,33,60.3,20.6-50.6,0.408,7.8-22.2,0.35,11.3-17.8,0.635
315,Fairfield,34,60.3,22.1-52.4,0.422,5.6-17.8,0.314,10.5-15.4,0.684
315,Hartford,30,60.3,20.8-50.9,0.409,7.8-22.9,0.34,10.9-15.8,0.693
315,Furman,31,60.3,20.8-51.0,0.408,6.1-18.2,0.335,12.6-18.3,0.69
315,South Carolina State,30,60.3,22.6-57.7,0.392,4.6-16.2,0.282,10.5-16.2,0.647
320,Texas A&M-CC,29,60.2,21.9-53.8,0.406,4.8-16.0,0.298,11.7-17.2,0.68
321,New Hampshire,29,60.2,21.0-54.0,0.389,6.2-20.0,0.308,12.0-18.8,0.639
322,Lamar,31,60.1,22.9-56.2,0.408,1.8-6.1,0.303,12.4-17.7,0.703
323,UL Monroe,27,60,22.3-52.2,0.427,6.0-17.1,0.348,9.5-16.4,0.577
323,Siena,32,60,20.6-51.0,0.404,5.8-17.2,0.337,13.1-19.4,0.672
323,Winthrop,31,60,20.9-50.2,0.416,5.8-18.4,0.315,12.4-18.1,0.688
326,Fresno State,30,59.9,20.3-52.2,0.39,6.1-17.4,0.348,13.2-19.8,0.668
327,Saint Peter's,30,59.6,22.5-54.4,0.413,4.9-14.6,0.336,9.8-16.5,0.592
327,Missouri State,33,59.6,21.2-52.2,0.406,5.4-18.2,0.297,11.8-17.7,0.67
329,Western Illinois,30,59.3,21.1-45.4,0.465,5.1-13.2,0.388,11.9-18.6,0.642
330,UC Riverside,31,59,22.2-53.2,0.417,4.7-16.3,0.289,9.9-17.0,0.583
331,South Florida,31,58.8,20.9-53.7,0.389,6.1-19.6,0.313,10.9-15.7,0.694
332,Northern Kentucky,27,58.6,20.5-50.5,0.406,7.6-22.9,0.331,10.1-14.3,0.703
333,Hofstra,32,58.5,20.6-53.7,0.383,4.4-15.2,0.29,13.0-20.8,0.627
334,Manhattan,32,58.3,19.2-47.1,0.408,5.7-16.8,0.337,14.3-21.5,0.662
334,Nebraska,33,58.3,21.5-52.8,0.407,5.0-16.3,0.307,10.4-15.0,0.692
336,Wofford,32,58.1,20.8-53.0,0.392,5.7-18.5,0.307,10.8-14.9,0.725
337,American,30,57.8,20.5-49.7,0.413,5.9-16.3,0.362,10.9-15.3,0.709
338,Idaho State,30,57,19.6-48.1,0.407,5.4-17.2,0.317,12.4-18.3,0.681
339,Eastern Michigan,34,56.6,20.6-51.5,0.401,4.9-14.7,0.33,10.5-15.7,0.67
340,Savannah State,33,56.5,20.7-49.5,0.419,3.8-13.1,0.292,11.3-18.2,0.622
341,Binghamton,30,55.9,19.6-52.7,0.372,5.2-18.2,0.286,11.5-17.8,0.645
342,Navy,31,55.1,20.3-51.8,0.391,5.5-17.0,0.326,9.1-14.5,0.627
343,TCU,32,55,19.7-49.2,0.401,3.7-11.8,0.311,11.9-19.9,0.601
344,Maryland-Eastern Shore,28,54.8,19.2-53.8,0.357,4.4-16.1,0.272,12.0-19.0,0.632
345,Northern Illinois,30,54,18.7-52.2,0.358,4.5-16.4,0.276,12.0-18.4,0.653
346,Howard,31,52.1,18.5-50.5,0.365,3.3-13.2,0.248,11.9-18.0,0.663
347,Grambling,28,49.7,18.5-51.3,0.361,5.1-16.4,0.312,7.5-12.8,0.587
